stn,time,pva200m0,tre200mn,tre200m0,hns000m0,rre150m0,ure200mn,ure200m0,hto000m0,ets150m0,gre000m0,prestam0,tre200mx,su2000m0,sremaxmv,fkl010m0,nto000m0,tre005mn
GSB,201705,5.8,69,282,754.4,13.5,-8.6,2.3,187.6,80.1,211.4,53,4.8,78,23.9,,,
GSB,201706,8.2,59,277,757.5,18.1,-3.3,8.9,92.7,71.9,223.5,57,4.4,0,9.9,,,
GSB,201707,8.4,73,242,758.3,17.6,0.3,8.9,115.7,74.8,194.2,49,5.0,0,19.6,,,
GSB,201708,8.6,68,208,759.9,19.5,-1.3,9.8,121.8,72.9,193.1,51,4.6,10,11.1,,,
GSB,201709,5.9,76,166,754.0,12.7,-4.5,2.8,66.5,79.0,156.8,49,5.2,31,15.7,,,
GSB,201710,4.5,45,135,758.2,12.5,-6.4,3.3,65.1,60.8,180.8,69,5.4,27,10.2,,,
GSB,201711,3.1,53,69,749.3,6.5,-14.4,-4.2,158.9,70.6,74.0,50,5.9,102,18.2,,,
GSB,201712,2.5,65,41,747.7,4.3,-17.0,-7.5,329.5,73.1,18.1,31,5.9,309,12.8,,,
GSB,201801,3.4,67,54,749.1,1.4,-12.6,-5.4,829.9,82.5,43.2,38,6.0,406,22.4,,,
GSB,201802,2.4,72,115,741.2,-0.2,-24.5,-11.0,92.4,81.8,71.7,35,5.1,145,8.6,,,
GSB,201803,3.1,78,181,738.6,0.7,-19.4,-7.3,181.4,86.5,102.2,32,5.6,249,17.2,,,
GSB,201804,4.6,67,237,751.4,7.7,-9.5,-0.4,137.3,78.8,152.0,43,5.5,151,16.9,,,
GSB,201805,6.3,85,224,752.9,11.2,-4.4,2.6,186.2,85.6,117.9,30,4.3,71,43.7,,,
GSB,201806,7.7,64,280,756.1,15.5,0.1,7.0,62.1,77.6,214.6,55,5.0,0,21.1,,,
GSB,201807,8.5,57,276,758.1,18.1,3.3,9.9,99.9,71.3,247.0,62,4.4,0,27.0,,,
GSB,201808,9.1,63,234,759.4,17.5,-2.7,9.5,100.6,77.3,226.7,60,4.3,0,10.3,,,
GSB,201809,7.6,54,190,759.9,15.9,-1.2,7.2,65.5,75.8,202.4,63,4.2,10,15.6,,,
GSB,201810,5.6,58,106,754.4,9.5,-6.5,2.5,296.5,78.2,137.4,53,6.7,139,23.9,,,
GSB,201811,4.2,77,46,750.4,3.2,-12.1,-3.4,233.7,87.2,28.6,19,6.7,153,20.4,,,
GSB,201812,3.0,59,41,752.8,3.6,-15.5,-4.5,324.2,67.1,22.9,39,5.6,159,9.9,,,
GSB,201901,2.1,59,56,744.5,0.7,-18.1,-10.1,280.0,73.7,52.6,46,7.1,315,18.3,,,
GSB,201902,2.2,29,136,754.7,6.6,-14.4,-3.5,99.7,50.1,162.0,78,4.9,140,9.4,,,
GSB,201903,2.8,49,207,752.2,4.9,-13.4,-4.4,266.7,65.7,190.7,60,5.6,153,10.1,,,
GSB,201904,4.0,79,223,747.7,2.8,-11.6,-3.5,284.0,84.2,113.4,32,6.5,154,25.3,,,
GSB,201905,4.7,71,297,749.4,7.4,-11.4,-1.2,242.9,82.4,161.5,41,5.7,140,17.9,,,
GSB,201906,7.4,60,279,758.3,21.6,-0.9,8.6,128.6,69.7,230.5,59,4.6,7,11.8,,,
GSB,201907,8.5,60,286,757.9,20.0,-0.3,10.2,114.4,69.3,258.2,65,4.5,11,27.6,,,
GSB,201908,8.6,65,225,759.3,17.1,0.7,9.8,131.4,72.1,210.4,55,4.1,0,18.1,,,
GSB,201909,6.9,56,178,757.9,15.3,-3.0,6.0,64.0,75.3,183.4,57,4.6,2,12.9,,,
GSB,201910,6.0,68,97,754.6,11.1,-5.1,3.0,340.3,80.5,108.1,41,5.6,34,17.9,,,
GSB,201911,3.8,79,58,741.7,2.9,-11.1,-5.1,276.5,87.9,27.9,19,5.6,235,31.8,,,
GSB,201912,3.1,58,37,749.2,2.1,-12.9,-4.0,354.3,70.1,27.0,46,6.4,284,4.7,,,
GSB,202001,2.5,38,54,755.8,3.3,-14.7,-4.4,39.8,57.7,60.9,53,5.0,82,9.9,,,
GSB,202002,2.9,58,112,752.7,5.9,-14.8,-3.9,175.5,64.0,99.9,46,5.9,178,14.5,,,
GSB,202003,3.4,68,191,748.7,6.8,-16.2,-4.9,121.8,79.8,141.5,45,5.2,164,16.0,,,
GSB,202004,4.2,46,269,752.6,7.2,-11.5,0.2,70.2,67.7,240.5,68,4.2,40,21.4,,,
GSB,202005,5.9,63,279,755.1,11.7,-5.0,3.4,196.4,77.5,213.1,54,4.8,105,19.4,,,
GSB,202006,7.2,74,236,753.5,15.4,-1.9,4.8,99.7,84.2,146.2,37,5.2,23,28.9,,,
GSB,202007,8.1,56,279,758.9,19.3,1.2,9.5,40.8,70.1,245.2,61,4.3,0,15.2,,,
GSB,202008,8.2,64,234,757.3,18.1,-2.0,9.2,115.0,72.1,216.2,57,4.5,6,12.9,,,
GSB,202009,7.5,63,178,756.6,16.0,-8.3,5.9,37.4,79.5,170.6,53,4.4,18,24.0,,,
GSB,202010,4.6,74,100,750.6,8.1,-8.4,-1.1,253.2,81.7,86.8,33,5.6,91,24.6,,,
GSB,202011,4.0,37,63,757.5,9.2,-9.4,-0.2,9.6,65.6,94.4,64,4.1,18,11.0,,,
GSB,202012,2.9,76,43,742.7,3.2,-15.3,-7.1,121.5,80.1,16.6,28,5.2,157,11.9,,,
GSB,202101,2.5,71,53,742.4,-0.6,-17.4,-9.1,182.3,77.2,36.2,31,5.9,234,18.2,,,
GSB,202102,3.3,58,127,751.0,3.6,-18.6,-4.1,65.5,71.8,119.3,58,4.8,93,9.6,,,
GSB,202103,2.7,62,205,752.1,7.2,-15.4,-5.5,105.8,69.9,179.1,57,5.1,195,9.8,,,
GSB,202104,3.6,61,248,749.3,5.0,-16.4,-4.4,116.2,79.2,181.9,51,4.9,120,16.7,,,
GSB,202105,4.5,73,278,750.6,8.2,-9.5,-1.1,243.3,79.5,141.6,36,5.0,162,19.7,,,
GSB,202106,8.2,69,245,758.1,16.4,0.9,7.2,105.6,81.4,156.9,40,4.4,0,36.8,,,
GSB,202107,8.3,65,215,756.7,17.6,-0.5,8.1,182.4,78.7,169.7,42,4.5,1,17.6,,,
GSB,202108,7.5,56,247,757.2,20.0,0.3,7.8,61.7,73.4,236.0,62,4.5,0,14.2,,,
GSB,202109,7.7,57,165,758.6,13.2,-1.7,6.3,92.9,80.9,163.2,51,4.0,10,14.3,,,
GSB,202110,4.5,47,120,755.5,9.6,-4.4,1.0,124.9,69.2,155.5,59,6.0,31,13.2,,,
GSB,202111,3.7,59,64,748.7,5.5,-15.1,-3.6,76.7,77.5,57.9,39,4.8,91,18.0,,,
GSB,202112,2.7,49,39,748.7,7.3,-15.5,-4.2,135.4,62.1,25.4,43,4.8,180,10.8,,,
GSB,202201,2.1,26,58,754.4,6.2,-15.4,-5.0,36.8,52.2,87.5,76,5.6,76,9.9,,,
GSB,202202,2.6,51,128,752.5,6.2,-13.7,-5.5,62.3,66.3,120.3,58,6.2,65,8.6,,,
GSB,202203,2.6,40,191,753.3,5.0,-13.1,-4.5,58.7,58.9,202.9,64,4.9,73,14.4,,,
GSB,202204,4.1,61,262,747.9,6.8,-15.0,-2.4,168.3,78.4,195.1,55,5.1,134,15.7,,,
GSB,202205,6.5,61,277,756.4,16.4,-4.1,4.8,68.0,77.4,216.0,54,3.8,24,18.2,,,
GSB,202206,8.1,59,246,758.3,19.7,-1.7,9.3,114.2,71.1,192.9,49,4.8,1,21.0,,,
GSB,202207,8.9,34,309,761.5,20.0,3.1,11.4,32.3,67.5,299.3,75,4.9,0,25.5,,,
GSB,202208,8.9,47,236,758.3,18.2,4.3,10.1,110.3,73.2,240.4,63,4.6,0,26.1,,,
GSB,202209,6.4,59,172,753.4,17.0,-5.1,4.5,98.3,76.6,158.6,49,4.2,44,12.5,,,
GSB,202210,6.4,50,115,760.0,11.6,-2.5,5.2,175.4,74.0,148.2,57,4.3,0,16.1,,,
GSB,202211,3.6,55,68,750.5,7.9,-9.9,-2.7,88.9,72.7,72.8,49,4.7,125,11.3,,,
GSB,202212,3.1,57,42,748.0,5.0,-15.9,-4.4,170.9,69.0,23.9,41,4.2,186,12.8,,,
GSB,202301,2.5,49,61,748.3,2.5,-18.3,-7.3,84.6,67.0,60.4,53,5.0,86,14.8,,,
GSB,202302,2.6,35,125,755.5,4.9,-16.8,-4.9,2.7,62.4,137.0,66,5.2,30,13.4,,,
GSB,202303,3.4,60,175,747.7,3.9,-12.9,-3.6,176.1,71.8,147.4,47,4.6,237,8.5,,,
GSB,202304,3.9,68,247,748.7,6.2,-11.3,-3.4,109.3,79.3,123.2,35,4.6,97,18.9,,,
GSB,202305,5.9,75,239,753.5,11.2,-3.9,2.0,103.0,84.0,126.2,32,4.4,40,30.2,,,
GSB,202306,8.0,61,243,757.0,16.3,1.9,7.6,105.0,77.4,184.1,47,4.6,0,22.8,,,
GSB,202307,8.3,56,266,758.4,21.5,-0.7,10.3,90.6,68.1,225.6,56,4.2,0,15.3,,,
GSB,202308,8.1,56,224,758.2,21.8,-1.8,9.7,92.8,68.6,209.4,55,5.2,14,19.0,,,
GSB,202309,7.9,42,185,759.5,18.2,-2.3,8.7,91.9,71.6,207.4,65,4.7,1,6.0,,,
GSB,202310,5.3,55,121,753.8,15.5,-4.0,4.3,169.0,68.0,156.8,60,5.1,52,8.7,,,
GSB,202311,3.5,73,67,745.8,5.4,-12.9,-4.1,292.4,77.2,36.9,25,5.8,221,15.1,,,
GSB,202312,3.1,59,43,750.9,4.3,-15.5,-3.8,141.4,67.6,24.8,42,5.9,208,8.8,,,
GSB,202401,2.8,55,59,751.0,4.6,-15.9,-4.5,116.6,63.5,54.4,47,5.7,178,5.5,,,
stn,time,tso010m0,pva200m0,ets150m0,gre000m0,prestam0,tre200mx,tre200mn,tre200m0,hns000m0,rre150m0,ure200m0,hto000m0,su2000m0,sremaxmv,fkl010m0,nto000m0,tre005mn
ure200mn,,,,,,,,,,,,,,,,,,
DAV,200001,1.0,3.2,4.94,73,843.2,3.8,-21.8,-6.4,67,72.6,80.6,71,130.4,63,1.3,41,-28.8
-,,,,,,,,,,,,,,,,,,
DAV,200002,0.7,4.0,3.76,100,843.3,8.2,-16.0,-3.0,106,88.4,80.2,101,99.0,42,2.1,62,-20.4
-,,,,,,,,,,,,,,,,,,
DAV,200003,0.5,4.4,5.40,153,840.5,10.0,-12.7,-0.9,105,108.0,76.9,99,123.6,41,2.4,66,-18.8
-,,,,,,,,,,,,,,,,,,
DAV,200004,2.1,5.2,8.46,203,833.7,16.4,-7.9,3.4,50,51.1,69.0,57,130.0,41,2.5,68,-11.3
-,,,,,,,,,,,,,,,,,,
DAV,200005,10.9,7.7,17.52,222,841.7,20.0,-1.7,8.7,0,66.7,70.6,0,140.4,40,2.6,70,-5.8
-,,,,,,,,,,,,,,,,,,
DAV,200006,14.6,9.3,93.58,254,846.0,25.2,-0.1,12.0,0,63.9,68.7,0,200.8,55,3.0,56,-3.9
-,,,,,,,,,,,,,,,,,,
DAV,200007,14.5,9.1,89.42,224,840.6,25.5,0.1,10.3,1,234.0,74.8,0,155.7,43,3.1,71,-3.8
-,,,,,,,,,,,,,,,,,,
DAV,200008,15.6,10.4,114.68,212,845.6,25.3,5.0,13.1,0,185.1,72.4,0,205.8,62,2.6,55,0.2
-,,,,,,,,,,,,,,,,,,
DAV,200009,12.4,8.5,63.05,167,841.8,20.5,0.3,9.4,0,85.0,74.0,0,174.0,57,2.7,56,-4.6
-,,,,,,,,,,,,,,,,,,
DAV,200010,8.4,7.0,18.48,89,840.4,17.4,-1.0,5.9,13,76.4,77.1,0,93.6,35,2.7,69,-6.0
-,,,,,,,,,,,,,,,,,,
DAV,200011,3.3,4.9,8.51,73,834.1,9.9,-9.7,-0.4,113,144.2,82.3,15,91.8,44,2.3,65,-12.9
-,,,,,,,,,,,,,,,,,,
DAV,200012,1.3,4.3,7.54,54,836.3,10.6,-13.7,-1.0,29,14.4,73.4,10,84.0,43,1.8,59,-19.2
-,,,,,,,,,,,,,,,,,,
DAV,200101,0.6,3.9,3.34,62,835.3,6.4,-15.4,-4.0,87,64.1,81.7,35,82.5,40,1.8,64,-22.1
-,,,,,,,,,,,,,,,,,,
DAV,200102,0.7,3.7,4.53,107,838.9,9.5,-17.9,-3.2,108,90.5,76.2,65,112.8,50,2.1,60,-20.6
-,,,,,,,,,,,,,,,,,,
DAV,200103,1.0,5.2,4.25,148,831.7,16.1,-11.3,1.5,63,92.6,76.9,53,100.8,33,2.5,78,-16.3
-,,,,,,,,,,,,,,,,,,
DAV,200104,2.9,4.6,6.31,199,836.1,13.7,-9.3,0.6,92,82.3,74.4,11,97.9,31,2.9,81,-11.6
-,,,,,,,,,,,,,,,,,,
DAV,200105,10.9,7.8,28.39,252,841.4,21.3,-1.2,9.6,0,38.5,67.3,0,191.4,55,2.6,66,-5.5
-,,,,,,,,,,,,,,,,,,
DAV,200106,12.4,8.0,87.00,254,842.9,24.5,-2.4,9.0,23,287.9,71.5,1,181.4,50,2.9,63,-7.2
-,,,,,,,,,,,,,,,,,,
DAV,200107,15.1,10.4,104.20,236,843.3,24.5,3.4,12.5,0,156.2,74.5,0,191.6,53,3.0,64,-2.0
-,,,,,,,,,,,,,,,,,,
DAV,200108,15.6,11.0,110.02,218,845.1,26.1,1.8,13.5,0,159.5,73.3,0,206.6,63,2.9,52,-4.4
-,,,,,,,,,,,,,,,,,,
DAV,200109,10.2,7.2,34.33,129,839.6,17.4,-0.9,5.5,12,137.8,80.1,0,85.3,28,2.8,79,-5.5
-,,,,,,,,,,,,,,,,,,
DAV,200110,8.8,7.3,39.77,128,845.6,23.2,-0.8,8.0,1,52.9,70.6,0,187.4,69,2.0,42,-6.6
-,,,,,,,,,,,,,,,,,,
DAV,200111,3.2,4.5,12.44,72,841.5,12.2,-10.3,-1.5,73,68.1,81.1,7,109.2,52,2.3,58,-15.0
-,,,,,,,,,,,,,,,,,,
DAV,200112,1.1,3.3,6.40,56,840.1,3.8,-20.0,-6.7,45,37.8,79.7,27,96.0,50,1.6,55,-25.3
-,,,,,,,,,,,,,,,,,,
DAV,200201,0.3,3.1,8.89,75,845.5,9.8,-19.6,-4.1,3,13.8,64.8,38,149.6,73,1.2,34,-24.8
-,,,,,,,,,,,,,,,,,,
DAV,200202,0.3,4.3,4.08,101,838.7,10.7,-14.8,-0.8,60,38.1,74.6,36,85.6,38,2.0,71,-19.1
-,,,,,,,,,,,,,,,,,,
DAV,200203,1.0,4.3,9.05,173,839.9,11.7,-12.0,0.6,60,118.6,67.7,28,182.8,60,2.1,54,-17.3
-,,,,,,,,,,,,,,,,,,
DAV,200204,5.1,5.0,8.27,206,836.9,14.3,-5.4,2.7,12,41.0,69.9,1,136.9,43,2.4,71,-10.4
-,,,,,,,,,,,,,,,,,,
DAV,200205,9.5,7.0,21.02,230,839.4,20.2,-2.2,7.5,18,136.3,70.7,1,142.4,41,2.7,71,-5.9
-,,,,,,,,,,,,,,,,,,
DAV,200206,15.2,10.1,94.57,266,843.8,27.7,1.2,13.0,0,99.1,69.5,0,212.7,58,2.5,60,-2.0
-,,,,,,,,,,,,,,,,,,
DAV,200207,15.4,10.5,92.07,216,842.4,23.8,2.3,12.3,0,132.3,75.5,0,167.1,46,2.9,65,-1.7
-,,,,,,,,,,,,,,,,,,
DAV,200208,14.8,10.7,69.29,189,842.0,21.7,3.7,11.6,0,207.4,80.3,0,153.4,46,2.6,67,-1.1
-,,,,,,,,,,,,,,,,,,
DAV,200209,11.9,8.3,44.35,148,842.0,18.5,-4.1,7.1,8,71.1,81.4,0,125.4,41,2.6,68,-8.3
-,,,,,,,,,,,,,,,,,,
DAV,200210,7.2,6.3,28.58,111,839.5,16.4,-6.6,4.6,12,95.2,75.1,1,137.3,51,2.1,63,-10.2
-,,,,,,,,,,,,,,,,,,
DAV,200211,3.4,5.7,5.41,55,835.0,13.4,-9.3,0.9,86,224.7,86.6,7,59.7,28,2.0,79,-12.8
-,,,,,,,,,,,,,,,,,,
DAV,200212,1.5,4.5,4.02,50,837.7,6.5,-11.2,-2.3,52,49.9,85.6,16,71.8,37,1.4,64,-16.0
-,,,,,,,,,,,,,,,,,,
DAV,200301,0.7,3.3,3.99,67,835.6,5.1,-18.4,-6.3,77,45.4,81.7,35,98.9,48,1.5,53,-23.2
-,,,,,,,,,,,,,,,,,,
DAV,200302,0.5,2.4,7.49,127,838.3,6.1,-19.8,-7.4,40,28.6,70.4,68,170.3,76,1.3,30,-23.3
-,,,,,,,,,,,,,,,,,,
DAV,200303,0.9,3.9,11.41,189,844.0,14.0,-10.3,0.6,14,8.1,62.0,36,230.6,76,1.6,37,-13.9
-,,,,,,,,,,,,,,,,,,
DAV,200304,5.1,4.7,11.28,221,838.5,18.8,-14.7,2.5,22,32.4,65.1,1,182.6,58,2.5,61,-16.9
-,,,,,,,,,,,,,,,,,,
DAV,200305,10.7,7.6,22.42,232,843.5,21.9,-1.9,8.7,2,81.4,69.9,0,178.9,51,2.6,66,-4.8
-,,,,,,,,,,,,,,,,,,
DAV,200306,16.3,11.0,101.16,272,845.0,25.6,6.6,15.2,0,111.9,66.8,0,225.7,62,2.3,60,0.7
-,,,,,,,,,,,,,,,,,,
DAV,200307,15.8,10.3,132.41,246,844.5,26.7,3.7,13.3,0,125.9,70.5,0,219.6,61,2.7,56,-1.4
-,,,,,,,,,,,,,,,,,,
DAV,200308,16.1,11.0,149.75,229,846.4,27.3,2.4,15.7,0,105.1,65.8,0,239.0,72,2.2,46,-2.0
-,,,,,,,,,,,,,,,,,,
DAV,200309,11.8,7.7,77.47,173,845.4,22.7,0.0,8.7,0,35.7,71.4,0,184.6,61,2.7,51,-4.9
-,,,,,,,,,,,,,,,,,,
DAV,200310,6.3,5.4,29.10,113,836.3,17.8,-13.2,1.8,55,193.6,76.5,3,141.6,52,2.2,57,-16.8
-,,,,,,,,,,,,,,,,,,
DAV,200311,3.3,5.0,14.82,75,840.4,12.7,-5.3,1.9,22,36.1,72.6,1,109.5,52,1.7,53,-10.9
-,,,,,,,,,,,,,,,,,,
DAV,200312,1.3,3.8,8.39,59,839.7,10.0,-18.5,-2.7,63,44.5,74.5,13,103.9,54,2.1,51,-25.8
-,,,,,,,,,,,,,,,,,,
DAV,200401,1.1,3.5,2.43,59,832.5,2.8,-16.8,-5.8,174,126.0,85.9,69,65.6,32,2.0,69,-20.9
-,,,,,,,,,,,,,,,,,,
DAV,200402,1.0,3.3,4.67,108,839.1,9.3,-19.4,-4.4,84,49.2,75.3,91,112.9,48,1.9,54,-25.5
24.6,,,,,,,,,,,,,,,,,,
DAV,200403,0.8,3.7,7.87,177,840.2,14.8,-17.1,-1.9,33,17.7,71.8,69,166.0,55,2.1,55,-21.3
15.0,,,,,,,,,,,,,,,,,,
DAV,200404,3.7,5.0,8.79,211,835.9,15.4,-7.5,2.7,30,30.3,69.4,15,145.5,46,2.5,68,-9.6
24.4,,,,,,,,,,,,,,,,,,
DAV,200405,8.5,6.1,26.35,234,838.3,20.0,-3.5,5.4,11,64.2,70.9,0,152.8,44,2.5,65,-7.2
18.6,,,,,,,,,,,,,,,,,,
DAV,200406,12.5,8.7,77.19,242,843.8,23.1,0.1,10.0,0,111.5,73.8,0,169.6,47,2.7,67,-3.6
19.2,,,,,,,,,,,,,,,,,,
DAV,200407,14.1,10.0,92.50,221,844.1,24.3,1.0,12.0,0,102.8,73.4,0,159.7,44,2.9,69,-2.8
25.5,,,,,,,,,,,,,,,,,,
DAV,200408,14.5,10.8,78.02,192,842.5,23.2,2.9,12.4,0,196.2,76.5,0,158.2,48,2.5,71,-0.4
27.8,,,,,,,,,,,,,,,,,,
DAV,200409,12.5,9.2,59.71,167,845.6,20.7,-0.3,9.2,3,84.9,79.9,0,167.3,55,2.5,56,-1.3
24.3,,,,,,,,,,,,,,,,,,
DAV,200410,9.3,7.7,25.65,111,838.9,21.0,-3.9,7.0,3,35.8,77.0,0,134.2,50,2.1,65,-7.1
23.9,,,,,,,,,,,,,,,,,,
DAV,200411,3.8,4.7,9.03,71,840.7,16.7,-11.2,-0.9,35,32.1,78.3,5,92.5,44,2.1,65,-16.8
20.7,,,,,,,,,,,,,,,,,,
DAV,200412,0.6,3.5,9.39,63,839.6,8.9,-16.7,-3.4,43,30.4,74.8,19,121.2,63,1.6,40,-23.6
32.4,,,,,,,,,,,,,,,,,,
DAV,200501,0.4,2.9,5.99,70,841.7,6.9,-21.6,-6.5,109,79.9,74.3,52,108.0,52,1.5,50,-25.6
23.1,,,,,,,,,,,,,,,,,,
DAV,200502,0.4,2.7,3.85,118,834.5,3.6,-21.8,-9.0,84,48.7,82.3,96,122.4,55,1.6,56,-27.2
35.2,,,,,,,,,,,,,,,,,,
DAV,200503,0.5,4.2,6.77,170,837.7,13.5,-22.6,-1.7,33,25.9,72.5,78,149.8,49,1.5,62,-28.6
19.6,,,,,,,,,,,,,,,,,,
DAV,200504,4.9,5.0,9.03,207,837.3,18.1,-5.8,3.1,36,35.0,68.0,5,139.4,44,2.6,67,-8.9
13.3,,,,,,,,,,,,,,,,,,
DAV,200505,10.2,7.2,28.08,247,841.7,23.3,-2.0,7.7,1,125.3,69.8,0,185.3,53,2.8,66,-6.6
24.0,,,,,,,,,,,,,,,,,,
DAV,200506,14.6,9.2,100.59,270,844.7,25.9,-2.6,11.9,0,102.6,67.4,0,214.1,59,2.7,64,-8.4
23.9,,,,,,,,,,,,,,,,,,
DAV,200507,15.5,10.3,88.67,217,843.3,27.5,1.2,12.1,0,90.7,75.2,0,152.3,42,3.0,71,-4.0
23.6,,,,,,,,,,,,,,,,,,
DAV,200508,13.5,9.9,61.97,175,843.0,21.5,0.5,10.1,0,192.1,81.0,0,132.6,40,2.8,72,-5.4
30.9,,,,,,,,,,,,,,,,,,
DAV,200509,12.8,9.3,59.70,167,844.2,21.6,0.9,9.6,0,52.5,78.8,0,171.1,56,2.6,63,-3.5
28.2,,,,,,,,,,,,,,,,,,
DAV,200510,8.1,6.4,39.17,126,844.6,20.6,-1.7,6.5,13,45.5,68.1,0,182.1,68,1.7,48,-
17.1,,,,,,,,,,,,,,,,,,
DAV,200511,4.3,4.5,11.68,76,839.1,15.4,-16.0,-1.4,25,22.4,78.4,3,116.4,55,1.9,58,-20.4
25.3,,,,,,,,,,,,,,,,,,
DAV,200512,2.1,3.3,4.09,56,836.6,3.1,-21.9,-6.9,110,102.3,87.2,42,91.0,47,1.7,-,-26.2
36.8,,,,,,,,,,,,,,,,,,
DAV,200601,1.4,2.9,5.86,79,841.3,5.8,-15.7,-6.8,56,27.7,76.5,71,139.1,67,1.2,-,-20.9
28.5,,,,,,,,,,,,,,,,,,
DAV,200602,1.1,3.2,4.28,112,833.7,8.5,-18.2,-5.5,63,37.8,78.4,82,106.7,47,1.9,-,-26.2
20.3,,,,,,,,,,,,,,,,,,
DAV,200603,0.9,3.8,5.72,166,832.6,13.8,-21.7,-3.2,68,61.9,75.1,93,136.9,45,2.0,-,-26.6
20.7,,,,,,,,,,,,,,,,,,
DAV,200604,3.1,5.3,7.26,203,837.6,14.2,-10.1,2.6,56,60.6,73.4,31,131.3,42,2.3,-,-14.5
16.1,,,,,,,,,,,,,,,,,,
DAV,200605,9.6,7.2,14.61,209,841.6,19.8,-2.4,7.1,9,111.5,73.2,0,129.4,37,2.3,-,-
24.0,,,,,,,,,,,,,,,,,,
DAV,200606,-,9.4,103.69,267,845.6,26.9,-3.0,11.9,1,62.8,68.9,0,231.4,66,1.1,-,-
22.5,,,,,,,,,,,,,,,,,,
DAV,200607,-,11.8,155.11,274,847.1,27.5,7.3,16.1,0,89.0,68.0,0,262.3,74,0.9,-,-
14.9,,,,,,,,,,,,,,,,,,
DAV,200608,-,9.2,50.45,152,839.6,21.0,0.7,8.9,0,139.6,82.0,0,108.8,33,0.8,-,-
30.9,,,,,,,,,,,,,,,,,,
DAV,200609,-,10.0,75.52,177,843.3,24.9,0.9,12.0,0,48.4,73.6,0,198.7,66,0.9,-,-
21.3,,,,,,,,,,,,,,,,,,
DAV,200610,-,7.5,34.95,117,841.8,20.7,-2.0,7.9,0,60.4,71.6,0,172.8,65,1.1,-,-
20.4,,,,,,,,,,,,,,,,,,
DAV,200611,-,5.1,13.30,72,843.0,14.3,-9.9,1.5,30,47.5,74.0,2,123.2,59,1.0,-,-
21.4,,,,,,,,,,,,,,,,,,
DAV,200612,-,3.9,10.85,62,845.3,9.6,-11.9,-1.8,39,41.3,70.4,13,133.5,69,1.1,-,-
24.4,,,,,,,,,,,,,,,,,,
DAV,200701,-0.2,4.3,4.00,63,841.3,6.8,-15.8,-2.4,76,82.3,80.0,26,92.9,45,1.6,-,-19.6
23.4,,,,,,,,,,,,,,,,,,
DAV,200702,-0.1,3.7,6.10,104,834.8,11.5,-9.9,-1.0,52,40.5,66.4,33,110.0,49,1.9,-,-12.3
16.3,,,,,,,,,,,,,,,,,,
DAV,200703,0.0,4.0,8.11,171,836.3,12.4,-11.4,-0.3,39,35.9,68.8,37,163.7,54,2.2,-,-13.9
10.3,,,,,,,,,,,,,,,,,,
DAV,200704,7.2,5.9,14.51,252,842.0,19.4,-3.3,7.1,5,20.3,61.9,3,244.2,77,2.0,-,-5.7
15.3,,,,,,,,,,,,,,,,,,
DAV,200705,9.5,7.5,19.35,210,837.5,21.8,-1.3,8.0,12,98.1,72.7,1,141.4,41,2.5,-,-3.7
17.5,,,,,,,,,,,,,,,,,,
DAV,200706,12.5,10.2,59.24,231,839.7,23.6,2.3,11.3,0,130.0,78.4,0,160.7,46,3.0,-,1.3
29.9,,,,,,,,,,,,,,,,,,
DAV,200707,14.8,9.9,120.82,248,842.0,26.3,0.0,12.2,0,117.7,72.1,0,203.7,58,3.2,-,-4.2
15.4,,,,,,,,,,,,,,,,,,
DAV,200708,13.9,10.3,75.47,188,841.5,24.9,2.7,11.2,0,178.5,79.5,0,145.3,44,2.7,-,-0.6
21.3,,,,,,,,,,,,,,,,,,
DAV,200709,10.0,7.5,57.10,172,843.0,20.1,-1.3,6.7,11,108.3,77.9,0,160.9,53,2.6,-,-4.4
21.5,,,,,,,,,,,,,,,,,,
DAV,200710,6.8,6.3,33.83,128,843.5,19.9,-8.5,4.0,2,25.9,75.6,0,175.0,66,2.3,-,-11.9
20.4,,,,,,,,,,,,,,,,,,
DAV,200711,2.1,4.3,9.47,70,838.9,12.9,-17.2,-2.5,153,117.6,81.6,37,91.2,44,2.2,-,-21.9
13.8,,,,,,,,,,,,,,,,,,
DAV,200712,0.8,3.2,9.22,60,841.8,6.8,-17.7,-5.0,80,49.9,72.1,53,114.6,59,1.4,-,-22.6
24.3,,,,,,,,,,,,,,,,,,
DAV,200801,0.4,3.7,5.86,69,841.4,8.5,-17.2,-2.6,53,43.9,70.5,67,110.4,54,1.6,-,-24.2
6.5,,,,,,,,,,,,,,,,,,
DAV,200802,0.2,3.3,9.48,130,845.3,13.7,-13.8,-2.0,20,16.3,61.1,75,176.6,76,1.6,-,-22.8
14.9,,,,,,,,,,,,,,,,,,
DAV,200803,0.2,3.9,5.44,156,830.1,13.1,-18.4,-2.4,88,69.8,75.4,60,115.9,38,2.5,-,-21.6
15.0,,,,,,,,,,,,,,,,,,
DAV,200804,0.9,5.1,5.07,185,833.4,14.3,-12.1,1.1,110,136.9,78.3,54,86.4,27,2.3,-,-12.5
30.3,,,,,,,,,,,,,,,,,,
DAV,200805,9.1,6.9,26.99,250,839.1,22.4,-1.2,8.6,1,51.7,64.6,1,182.4,53,2.1,-,-3.8
17.3,,,,,,,,,,,,,,,,,,
DAV,200806,13.2,10.3,65.48,241,841.9,27.2,0.7,11.4,0,116.5,78.0,0,160.9,46,2.9,-,-2.1
